metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (Bottom) (mm),KLAQ34T009649,2083,1/29/2024 14:35,0.612,0.61987,0.53299,0.70575
Cathode Width (mm),KLAQ34T009649,2083,1/29/2024 14:35,57.901,57.90241,57.7296,58.03201
Core Area (mm²),KLAQ31T085066,2084,1/29/2024 14:44,13.186,13.18136,13.10733,13.24356
Anode Overhang (All) (mm),KLAQ31T085066,2084,1/29/2024 14:44,0.707,0.72036,0.49717,0.87852
Anode Overhang (Top) (mm),KLAQ31T085066,2084,1/29/2024 14:44,0.805,0.8064,0.6649,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085066,2084,1/29/2024 14:44,0.609,0.61937,0.49717,0.69255
Cathode Width (mm),KLAQ31T085066,2084,1/29/2024 14:44,57.895,57.90243,57.74404,58.01766
Core Area (mm²),KLAQ33T009739,2085,1/29/2024 14:53,13.453,13.44688,13.35948,13.55398
Anode Overhang (All) (mm),KLAQ33T009739,2085,1/29/2024 14:53,0.716,0.72014,0.5472,0.87887
Anode Overhang (Top) (mm),KLAQ33T009739,2085,1/29/2024 14:53,0.752,0.74935,0.54834,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T009739,2085,1/29/2024 14:53,0.68,0.67925,0.5472,0.79213
Cathode Width (mm),KLAQ33T009739,2085,1/29/2024 14:53,57.906,57.9027,57.7296,58.00323
Core Area (mm²),KLAQ31T085068,2086,1/29/2024 15:03,13.085,13.08099,13.04108,13.12879
Anode Overhang (All) (mm),KLAQ31T085068,2086,1/29/2024 15:03,0.709,0.70575,0.5202,0.89292
Anode Overhang (Top) (mm),KLAQ31T085068,2086,1/29/2024 15:03,0.781,0.76537,0.6624,0.89292
Anode Overhang (Bottom) (mm),KLAQ31T085068,2086,1/29/2024 15:03,0.634,0.65373,0.5202,0.73567
Cathode Width (mm),KLAQ31T085068,2086,1/29/2024 15:03,57.897,57.90243,57.7728,58.01774
Core Area (mm²),KLAQ23T052157,2087,1/29/2024 15:12,13.162,13.16809,13.10183,13.21422
Anode Overhang (All) (mm),KLAQ23T052157,2087,1/29/2024 15:12,0.711,0.72,0.4464,0.97931
Anode Overhang (Top) (mm),KLAQ23T052157,2087,1/29/2024 15:12,0.817,0.78239,0.6912,0.97931
Anode Overhang (Bottom) (mm),KLAQ23T052157,2087,1/29/2024 15:12,0.605,0.63768,0.4464,0.76442
Cathode Width (mm),KLAQ23T052157,2087,1/29/2024 15:12,57.897,57.88803,57.7008,58.00334
Core Area (mm²),KLAQ34T018578,2088,1/29/2024 15:22,13.499,13.50152,13.41889,13.563
Anode Overhang (All) (mm),KLAQ34T018578,2088,1/29/2024 15:22,0.716,0.71675,0.5328,0.90731
Anode Overhang (Top) (mm),KLAQ34T018578,2088,1/29/2024 15:22,0.796,0.7776,0.6912,0.90731
Anode Overhang (Bottom) (mm),KLAQ34T018578,2088,1/29/2024 15:22,0.636,0.65055,0.5328,0.73567
Cathode Width (mm),KLAQ34T018578,2088,1/29/2024 15:22,57.907,57.9168,57.7584,58.01761
Anode Overhang (All) (mm),KLAQ23T032300,2089,1/29/2024 15:31,0.717,0.70912,0.5616,0.86448
Anode Overhang (Top) (mm),KLAQ23T032300,2089,1/29/2024 15:31,0.775,0.76334,0.64976,0.86448
Anode Overhang (Bottom) (mm),KLAQ23T032300,2089,1/29/2024 15:31,0.655,0.6663,0.5616,0.792
Cathode Width (mm),KLAQ23T032300,2089,1/29/2024 15:31,57.928,57.93122,57.7872,58.03222
Core Area (mm²),KLAQ23T032300,2089,1/29/2024 15:31,13.538,13.5348,13.49644,13.5883
Core Area (mm²),KLAQ31T085001,2090,1/29/2024 15:41,13.13,13.12921,13.0783,13.1882
Anode Overhang (All) (mm),KLAQ31T085001,2090,1/29/2024 15:41,0.709,0.70619,0.56599,0.83532
Anode Overhang (Top) (mm),KLAQ31T085001,2090,1/29/2024 15:41,0.773,0.76983,0.6912,0.83532
Anode Overhang (Bottom) (mm),KLAQ31T085001,2090,1/29/2024 15:41,0.645,0.65055,0.56599,0.71087
Cathode Width (mm),KLAQ31T085001,2090,1/29/2024 15:41,57.893,57.90244,57.74418,58.01761
Core Area (mm²),KLAQ34T025498,2091,1/29/2024 15:50,13.234,13.23278,13.17721,13.29758
Anode Overhang (All) (mm),KLAQ34T025498,2091,1/29/2024 15:50,0.716,0.72,0.6624,0.7788
Anode Overhang (Top) (mm),KLAQ34T025498,2091,1/29/2024 15:50,0.697,0.69135,0.6624,0.76374
Anode Overhang (Bottom) (mm),KLAQ34T025498,2091,1/29/2024 15:50,0.736,0.73666,0.66303,0.7788
Cathode Width (mm),KLAQ34T025498,2091,1/29/2024 15:50,57.917,57.93122,57.72961,58.01778
Anode Overhang (All) (mm),KLAQ34T025512,2092,1/29/2024 16:00,0.73,0.72359,0.5328,0.92261
Anode Overhang (Top) (mm),KLAQ34T025512,2092,1/29/2024 16:00,0.72,0.72338,0.54739,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T025512,2092,1/29/2024 16:00,0.74,0.72359,0.5328,0.90731
Cathode Width (mm),KLAQ34T025512,2092,1/29/2024 16:00,57.882,57.8882,57.7152,57.98906
Core Area (mm²),KLAQ34T025512,2092,1/29/2024 16:00,13.48,13.48078,13.37576,13.58509
Core Area (mm²),KLAQ34T025537,2093,1/29/2024 16:10,13.142,13.14258,13.09468,13.19857
Anode Overhang (All) (mm),KLAQ34T025537,2093,1/29/2024 16:10,0.719,0.72014,0.6336,0.80691
Anode Overhang (Top) (mm),KLAQ34T025537,2093,1/29/2024 16:10,0.745,0.73454,0.6531,0.80691
Anode Overhang (Bottom) (mm),KLAQ34T025537,2093,1/29/2024 16:10,0.693,0.7056,0.6336,0.78239
Cathode Width (mm),KLAQ34T025537,2093,1/29/2024 16:10,57.913,57.91691,57.744,58.01774
Core Area (mm²),KLAQ33T009771,2094,1/29/2024 16:19,13.503,13.50194,13.46306,13.5573
Anode Overhang (All) (mm),KLAQ33T009771,2094,1/29/2024 16:19,0.719,0.72,0.576,0.85009
Anode Overhang (Top) (mm),KLAQ33T009771,2094,1/29/2024 16:19,0.75,0.7488,0.648,0.85009
Anode Overhang (Bottom) (mm),KLAQ33T009771,2094,1/29/2024 16:19,0.686,0.69135,0.576,0.79252
Cathode Width (mm),KLAQ33T009771,2094,1/29/2024 16:19,57.892,57.9024,57.74402,58.00321
Core Area (mm²),KLAQ31T085180,2095,1/29/2024 16:29,13.082,13.07954,13.00738,13.17296
Anode Overhang (All) (mm),KLAQ31T085180,2095,1/29/2024 16:29,0.71,0.70619,0.5472,0.86412
Anode Overhang (Top) (mm),KLAQ31T085180,2095,1/29/2024 16:29,0.775,0.76374,0.6768,0.86412
Anode Overhang (Bottom) (mm),KLAQ31T085180,2095,1/29/2024 16:29,0.643,0.66256,0.5472,0.74935
Cathode Width (mm),KLAQ31T085180,2095,1/29/2024 16:29,57.896,57.90243,57.75855,58.00324
Core Area (mm²),KLAQ34T018435,2096,1/29/2024 16:38,13.427,13.42345,13.35357,13.51386
Anode Overhang (All) (mm),KLAQ34T018435,2096,1/29/2024 16:38,0.731,0.73454,0.52159,0.92261
Anode Overhang (Top) (mm),KLAQ34T018435,2096,1/29/2024 16:38,0.775,0.77973,0.648,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T018435,2096,1/29/2024 16:38,0.683,0.67818,0.52159,0.80691
Cathode Width (mm),KLAQ34T018435,2096,1/29/2024 16:38,57.873,57.88801,57.7152,57.9747
Core Area (mm²),KLAQ23T052162,2097,1/29/2024 16:48,13.111,13.1008,13.05881,13.22013
Anode Overhang (All) (mm),KLAQ23T052162,2097,1/29/2024 16:48,0.712,0.70926,0.55379,0.86448
Anode Overhang (Top) (mm),KLAQ23T052162,2097,1/29/2024 16:48,0.75,0.73454,0.6531,0.86448
Anode Overhang (Bottom) (mm),KLAQ23T052162,2097,1/29/2024 16:48,0.674,0.6936,0.55379,0.80756
Cathode Width (mm),KLAQ23T052162,2097,1/29/2024 16:48,57.886,57.88801,57.7728,57.98886
Core Area (mm²),KLAQ34T018641,2098,1/29/2024 16:57,13.365,13.37472,13.29675,13.44698
Anode Overhang (All) (mm),KLAQ34T018641,2098,1/29/2024 16:57,0.708,0.70619,0.4896,0.937
Anode Overhang (Top) (mm),KLAQ34T018641,2098,1/29/2024 16:57,0.799,0.77773,0.7056,0.937
Anode Overhang (Bottom) (mm),KLAQ34T018641,2098,1/29/2024 16:57,0.623,0.64864,0.4896,0.73496
Cathode Width (mm),KLAQ34T018641,2098,1/29/2024 16:57,57.904,57.9024,57.7584,58.03209
Core Area (mm²),KLAQ33T007869,2099,1/29/2024 17:07,13.261,13.25715,13.18436,13.3573
Anode Overhang (All) (mm),KLAQ33T007869,2099,1/29/2024 17:07,0.73,0.7344,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ33T007869,2099,1/29/2024 17:07,0.764,0.76374,0.66256,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T007869,2099,1/29/2024 17:07,0.693,0.69135,0.576,0.77813
Cathode Width (mm),KLAQ33T007869,2099,1/29/2024 17:07,57.884,57.88806,57.7008,57.98902
Core Area (mm²),KLAQ33T007852,2100,1/29/2024 17:16,13.306,13.30183,13.2333,13.4164
Anode Overhang (All) (mm),KLAQ33T007852,2100,1/29/2024 17:16,0.734,0.7344,0.5184,0.93644
Anode Overhang (Top) (mm),KLAQ33T007852,2100,1/29/2024 17:16,0.81,0.80653,0.6912,0.93644
Anode Overhang (Bottom) (mm),KLAQ33T007852,2100,1/29/2024 17:16,0.652,0.65199,0.5184,0.75101
Cathode Width (mm),KLAQ33T007852,2100,1/29/2024 17:16,57.887,57.9024,57.6864,58.01762
Core Area (mm²),KLAQ31T085034,2101,1/29/2024 17:26,13.164,13.16736,13.10121,13.20883
Anode Overhang (All) (mm),KLAQ31T085034,2101,1/29/2024 17:26,0.712,0.72,0.5328,0.8784
Anode Overhang (Top) (mm),KLAQ31T085034,2101,1/29/2024 17:26,0.788,0.77933,0.7056,0.8784
Anode Overhang (Bottom) (mm),KLAQ31T085034,2101,1/29/2024 17:26,0.635,0.64944,0.5328,0.73496
Cathode Width (mm),KLAQ31T085034,2101,1/29/2024 17:26,57.901,57.90266,57.7584,58.01786
Core Area (mm²),KLAQ31T085131,2102,1/29/2024 17:35,13.025,13.02687,12.97109,13.08452
Anode Overhang (All) (mm),KLAQ31T085131,2102,1/29/2024 17:35,0.706,0.72,0.4752,0.95214
Anode Overhang (Top) (mm),KLAQ31T085131,2102,1/29/2024 17:35,0.83,0.82131,0.6768,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T085131,2102,1/29/2024 17:35,0.583,0.5911,0.4752,0.95214
Cathode Width (mm),KLAQ31T085131,2102,1/29/2024 17:35,57.898,57.90249,57.7728,58.00326
Core Area (mm²),KLAQ31T084983,2103,1/29/2024 17:45,13.17,13.16819,13.13211,13.22314
Anode Overhang (All) (mm),KLAQ31T084983,2103,1/29/2024 17:45,0.711,0.71007,0.5328,0.85009
Anode Overhang (Top) (mm),KLAQ31T084983,2103,1/29/2024 17:45,0.792,0.79082,0.6252,0.85009
Anode Overhang (Bottom) (mm),KLAQ31T084983,2103,1/29/2024 17:45,0.63,0.64816,0.5328,0.71087
Cathode Width (mm),KLAQ31T084983,2103,1/29/2024 17:45,57.899,57.90249,57.74401,58.00331
Anode Overhang (All) (mm),KLAQ31T084973,2104,1/29/2024 17:54,0.71,0.7344,0.504,0.92171
Anode Overhang (Top) (mm),KLAQ31T084973,2104,1/29/2024 17:54,0.83,0.82194,0.6912,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T084973,2104,1/29/2024 17:54,0.59,0.59198,0.504,0.76334
Cathode Width (mm),KLAQ31T084973,2104,1/29/2024 17:54,57.889,57.88804,57.7584,57.98898
Core Area (mm²),KLAQ31T084973,2104,1/29/2024 17:54,13.128,13.13418,13.0642,13.17503
Core Area (mm²),KLAQ34T025505,2105,1/29/2024 18:04,13.431,13.42729,13.29997,13.56083
Anode Overhang (All) (mm),KLAQ34T025505,2105,1/29/2024 18:04,0.731,0.7344,0.55325,0.89326
Anode Overhang (Top) (mm),KLAQ34T025505,2105,1/29/2024 18:04,0.76,0.76374,0.63376,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T025505,2105,1/29/2024 18:04,0.7,0.69135,0.55325,0.8357
Cathode Width (mm),KLAQ34T025505,2105,1/29/2024 18:04,57.879,57.87378,57.744,57.98882
Core Area (mm²),LLAQ21T036889,2106,1/29/2024 18:13,13.325,13.32672,13.25424,13.42459
Anode Overhang (All) (mm),LLAQ21T036889,2106,1/29/2024 18:13,0.729,0.7344,0.57618,0.86448
Anode Overhang (Top) (mm),LLAQ21T036889,2106,1/29/2024 18:13,0.739,0.74045,0.61937,0.86448
Anode Overhang (Bottom) (mm),LLAQ21T036889,2106,1/29/2024 18:13,0.718,0.72014,0.57618,0.83532
Cathode Width (mm),LLAQ21T036889,2106,1/29/2024 18:13,57.899,57.9168,57.74403,58.01762
Core Area (mm²),KLAQ34T029521,2107,1/29/2024 18:23,13.124,13.12133,12.99639,13.22884
Anode Overhang (All) (mm),KLAQ34T029521,2107,1/29/2024 18:23,0.717,0.72031,0.53299,0.89326
Anode Overhang (Top) (mm),KLAQ34T029521,2107,1/29/2024 18:23,0.619,0.62071,0.53299,0.67741
Anode Overhang (Bottom) (mm),KLAQ34T029521,2107,1/29/2024 18:23,0.816,0.8208,0.7632,0.89326
Cathode Width (mm),KLAQ34T029521,2107,1/29/2024 18:23,57.927,57.9314,57.7728,58.03214
Core Area (mm²),KLAQ23T052320,2108,1/29/2024 18:33,13.169,13.1515,13.08587,13.31324
Anode Overhang (All) (mm),KLAQ23T052320,2108,1/29/2024 18:33,0.714,0.72,0.4464,0.96523
Anode Overhang (Top) (mm),KLAQ23T052320,2108,1/29/2024 18:33,0.822,0.79318,0.7056,0.96523
Anode Overhang (Bottom) (mm),KLAQ23T052320,2108,1/29/2024 18:33,0.605,0.63507,0.4464,0.7488
Cathode Width (mm),KLAQ23T052320,2108,1/29/2024 18:33,57.89,57.88818,57.72961,58.00338
Anode Overhang (All) (mm),KLAQ33T007885,2109,1/29/2024 18:42,0.729,0.72058,0.5616,0.87887
Anode Overhang (Top) (mm),KLAQ33T007885,2109,1/29/2024 18:42,0.79,0.77813,0.69135,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T007885,2109,1/29/2024 18:42,0.666,0.67695,0.5616,0.7488
Cathode Width (mm),KLAQ33T007885,2109,1/29/2024 18:42,57.878,57.87364,57.68642,57.98915
Core Area (mm²),KLAQ33T007885,2109,1/29/2024 18:42,13.304,13.29271,13.23164,13.46171
Core Area (mm²),KLAQ31T085102,2110,1/29/2024 18:51,13.235,13.23154,13.1855,13.28327
Anode Overhang (All) (mm),KLAQ31T085102,2110,1/29/2024 18:51,0.71,0.6918,0.51205,0.8928
Anode Overhang (Top) (mm),KLAQ31T085102,2110,1/29/2024 18:51,0.807,0.80653,0.51205,0.8928
Anode Overhang (Bottom) (mm),KLAQ31T085102,2110,1/29/2024 18:51,0.613,0.62071,0.5184,0.76537
Cathode Width (mm),KLAQ31T085102,2110,1/29/2024 18:51,57.894,57.9024,57.7728,58.00334
Core Area (mm²),KLAQ31T085020,2111,1/29/2024 19:01,13.148,13.15596,13.06347,13.21018
Anode Overhang (All) (mm),KLAQ31T085020,2111,1/29/2024 19:01,0.711,0.70575,0.5472,0.87887
Anode Overhang (Top) (mm),KLAQ31T085020,2111,1/29/2024 19:01,0.791,0.7788,0.648,0.87887
Anode Overhang (Bottom) (mm),KLAQ31T085020,2111,1/29/2024 19:01,0.632,0.63425,0.5472,0.77773
Cathode Width (mm),KLAQ31T085020,2111,1/29/2024 19:01,57.906,57.91682,57.7584,58.01782
Core Area (mm²),KLAQ31T085016,2112,1/29/2024 19:11,13.031,13.03289,12.99328,13.06897
Anode Overhang (All) (mm),KLAQ31T085016,2112,1/29/2024 19:11,0.705,0.69135,0.4896,0.90766
Anode Overhang (Top) (mm),KLAQ31T085016,2112,1/29/2024 19:11,0.828,0.82471,0.68274,0.90766
Anode Overhang (Bottom) (mm),KLAQ31T085016,2112,1/29/2024 19:11,0.583,0.59058,0.4896,0.73454
Cathode Width (mm),KLAQ31T085016,2112,1/29/2024 19:11,57.897,57.90255,57.75841,58.00329
Core Area (mm²),KLAQ33T009579,2113,1/29/2024 19:20,13.335,13.34341,13.19577,13.46834
Anode Overhang (All) (mm),KLAQ33T009579,2113,1/29/2024 19:20,0.72,0.72014,0.576,0.86508
Anode Overhang (Top) (mm),KLAQ33T009579,2113,1/29/2024 19:20,0.702,0.70575,0.5904,0.86448
Anode Overhang (Bottom) (mm),KLAQ33T009579,2113,1/29/2024 19:20,0.739,0.73496,0.576,0.86508
Cathode Width (mm),KLAQ33T009579,2113,1/29/2024 19:20,57.923,57.93142,57.744,58.03226
Core Area (mm²),KLAQ31T085083,2114,1/29/2024 19:30,13.051,13.06316,12.97928,13.11241
Anode Overhang (All) (mm),KLAQ31T085083,2114,1/29/2024 19:30,0.708,0.70619,0.55566,0.83532
Anode Overhang (Top) (mm),KLAQ31T085083,2114,1/29/2024 19:30,0.771,0.76983,0.69135,0.83532
Anode Overhang (Bottom) (mm),KLAQ31T085083,2114,1/29/2024 19:30,0.643,0.65373,0.55566,0.73946
Cathode Width (mm),KLAQ31T085083,2114,1/29/2024 19:30,57.901,57.90246,57.77282,58.01766
Anode Overhang (All) (mm),KLAQ34T018639,2115,1/30/2024 7:55,0.717,0.72058,0.4176,0.99527
Anode Overhang (Top) (mm),KLAQ34T018639,2115,1/30/2024 7:55,0.833,0.8208,0.648,0.99527
Anode Overhang (Bottom) (mm),KLAQ34T018639,2115,1/30/2024 7:55,0.601,0.60634,0.4176,0.80691
Cathode Width (mm),KLAQ34T018639,2115,1/30/2024 7:55,57.892,57.8884,57.72961,58.0032
Core Area (mm²),KLAQ34T018639,2115,1/30/2024 7:55,13.172,13.17514,13.13169,13.2079
Core Area (mm²),LLAQ21T066586,2116,1/30/2024 8:05,13.28,13.27425,13.21516,13.36777
Anode Overhang (All) (mm),LLAQ21T066586,2116,1/30/2024 8:05,0.713,0.72014,0.4752,0.95051
Anode Overhang (Top) (mm),LLAQ21T066586,2116,1/30/2024 8:05,0.817,0.79213,0.6624,0.95051
Anode Overhang (Bottom) (mm),LLAQ21T066586,2116,1/30/2024 8:05,0.608,0.6336,0.4752,0.76374
Cathode Width (mm),LLAQ21T066586,2116,1/30/2024 8:05,57.883,57.88803,57.71523,57.98886
Core Area (mm²),KLAQ34T018408,2117,1/30/2024 8:14,13.277,13.28317,13.17783,13.35575
Anode Overhang (All) (mm),KLAQ34T018408,2117,1/30/2024 8:14,0.724,0.72359,0.5904,0.85009
Anode Overhang (Top) (mm),KLAQ34T018408,2117,1/30/2024 8:14,0.73,0.73496,0.61937,0.85009
Anode Overhang (Bottom) (mm),KLAQ34T018408,2117,1/30/2024 8:14,0.718,0.72,0.5904,0.83532
Cathode Width (mm),KLAQ34T018408,2117,1/30/2024 8:14,57.889,57.88803,57.7584,57.9892
Core Area (mm²),KLAQ34T018547,2118,1/30/2024 8:23,13.44,13.44387,13.34673,13.51998
Anode Overhang (All) (mm),KLAQ34T018547,2118,1/30/2024 8:23,0.714,0.72,0.5328,0.90766
Anode Overhang (Top) (mm),KLAQ34T018547,2118,1/30/2024 8:23,0.758,0.73454,0.63425,0.90766
Anode Overhang (Bottom) (mm),KLAQ34T018547,2118,1/30/2024 8:23,0.672,0.6936,0.5328,0.76374
Cathode Width (mm),KLAQ34T018547,2118,1/30/2024 8:23,57.9,57.90243,57.7728,58.01761
Core Area (mm²),LLAQ21T037433,2119,1/30/2024 8:33,13.458,13.44927,13.40956,13.52599
Anode Overhang (All) (mm),LLAQ21T037433,2119,1/30/2024 8:33,0.717,0.72014,0.5616,0.86448
Anode Overhang (Top) (mm),LLAQ21T037433,2119,1/30/2024 8:33,0.746,0.73946,0.6624,0.86448
Anode Overhang (Bottom) (mm),LLAQ21T037433,2119,1/30/2024 8:33,0.686,0.6918,0.5616,0.7776
Cathode Width (mm),LLAQ21T037433,2119,1/30/2024 8:33,57.899,57.90246,57.7728,58.00355
Core Area (mm²),KLAQ31T085006,2120,1/30/2024 8:42,13.09,13.08493,13.00406,13.18509
Anode Overhang (All) (mm),KLAQ31T085006,2120,1/30/2024 8:42,0.708,0.70567,0.47607,0.90731
Anode Overhang (Top) (mm),KLAQ31T085006,2120,1/30/2024 8:42,0.824,0.8208,0.6912,0.90731
Anode Overhang (Bottom) (mm),KLAQ31T085006,2120,1/30/2024 8:42,0.591,0.5911,0.47607,0.74894
Cathode Width (mm),KLAQ31T085006,2120,1/30/2024 8:42,57.901,57.90255,57.74402,58.00342
Anode Overhang (All) (mm),KLAQ34T018543,2121,1/30/2024 8:52,0.729,0.7344,0.57057,0.87887
Anode Overhang (Top) (mm),KLAQ34T018543,2121,1/30/2024 8:52,0.766,0.76442,0.6768,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T018543,2121,1/30/2024 8:52,0.691,0.6936,0.57057,0.80691
Cathode Width (mm),KLAQ34T018543,2121,1/30/2024 8:52,57.873,57.87371,57.7152,57.97443
Core Area (mm²),KLAQ34T018543,2121,1/30/2024 8:52,13.445,13.44802,13.36176,13.52972
Core Area (mm²),LLAQ21T066489,2122,1/30/2024 9:01,13.094,13.08566,13.00873,13.20323
Anode Overhang (All) (mm),LLAQ21T066489,2122,1/30/2024 9:01,0.707,0.72014,0.432,0.97931
Anode Overhang (Top) (mm),LLAQ21T066489,2122,1/30/2024 9:01,0.821,0.79213,0.648,0.97931
Anode Overhang (Bottom) (mm),LLAQ21T066489,2122,1/30/2024 9:01,0.593,0.60549,0.432,0.792
Cathode Width (mm),LLAQ21T066489,2122,1/30/2024 9:01,57.887,57.88801,57.7152,58.00355
Core Area (mm²),KLAQ34T018528,2123,1/30/2024 9:10,13.428,13.42428,13.35419,13.51344
Anode Overhang (All) (mm),KLAQ34T018528,2123,1/30/2024 9:10,0.73,0.7344,0.5184,0.92205
Anode Overhang (Top) (mm),KLAQ34T018528,2123,1/30/2024 9:10,0.765,0.76334,0.63376,0.92205
Anode Overhang (Bottom) (mm),KLAQ34T018528,2123,1/30/2024 9:10,0.693,0.69135,0.5184,0.8352
Cathode Width (mm),KLAQ34T018528,2123,1/30/2024 9:10,57.878,57.88801,57.744,57.98894
Core Area (mm²),LLAQ21T066486,2124,1/30/2024 9:20,13.243,13.22324,13.16446,13.36311
Anode Overhang (All) (mm),LLAQ21T066486,2124,1/30/2024 9:20,0.71,0.70597,0.4752,0.92171
Anode Overhang (Top) (mm),LLAQ21T066486,2124,1/30/2024 9:20,0.809,0.80033,0.6336,0.92171
Anode Overhang (Bottom) (mm),LLAQ21T066486,2124,1/30/2024 9:20,0.61,0.62071,0.4752,0.80653
Cathode Width (mm),LLAQ21T066486,2124,1/30/2024 9:20,57.889,57.88804,57.75851,58.00323
Core Area (mm²),KLAQ34T028252,2125,1/30/2024 9:29,13.233,13.21889,13.18084,13.36373
Anode Overhang (All) (mm),KLAQ34T028252,2125,1/30/2024 9:29,0.719,0.72058,0.576,0.86448
Anode Overhang (Top) (mm),KLAQ34T028252,2125,1/30/2024 9:29,0.741,0.72058,0.6048,0.86448
Anode Overhang (Bottom) (mm),KLAQ34T028252,2125,1/30/2024 9:29,0.698,0.72014,0.576,0.86412
Cathode Width (mm),KLAQ34T028252,2125,1/30/2024 9:29,57.916,57.91695,57.78723,58.03203
Core Area (mm²),KLAQ34T018576,2126,1/30/2024 9:38,13.463,13.46648,13.39753,13.56176
Anode Overhang (All) (mm),KLAQ34T018576,2126,1/30/2024 9:38,0.716,0.72014,0.5472,0.89384
Anode Overhang (Top) (mm),KLAQ34T018576,2126,1/30/2024 9:38,0.787,0.76374,0.70575,0.89384
Anode Overhang (Bottom) (mm),KLAQ34T018576,2126,1/30/2024 9:38,0.646,0.66303,0.5472,0.75225
Cathode Width (mm),KLAQ34T018576,2126,1/30/2024 9:38,57.907,57.9168,57.7728,58.00334
Core Area (mm²),KLAQ34T018607,2127,1/30/2024 9:48,13.139,13.13926,12.99577,13.24149
Anode Overhang (All) (mm),KLAQ34T018607,2127,1/30/2024 9:48,0.724,0.72359,0.5472,0.89326
Anode Overhang (Top) (mm),KLAQ34T018607,2127,1/30/2024 9:48,0.752,0.73426,0.576,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T018607,2127,1/30/2024 9:48,0.695,0.72058,0.5472,0.87852
Cathode Width (mm),KLAQ34T018607,2127,1/30/2024 9:48,57.908,57.90262,57.72964,58.00346
Core Area (mm²),KLAQ34T018481,2128,1/30/2024 9:57,13.421,13.42604,13.33698,13.48493
Anode Overhang (All) (mm),KLAQ34T018481,2128,1/30/2024 9:57,0.728,0.7344,0.5904,0.86508
Anode Overhang (Top) (mm),KLAQ34T018481,2128,1/30/2024 9:57,0.712,0.72014,0.5904,0.86448
Anode Overhang (Bottom) (mm),KLAQ34T018481,2128,1/30/2024 9:57,0.745,0.73946,0.5904,0.86508
Cathode Width (mm),KLAQ34T018481,2128,1/30/2024 9:57,57.894,57.9024,57.7296,58.00355
Core Area (mm²),KLAQ31T085054,2129,1/30/2024 10:07,13.301,13.29966,13.24471,13.36259
Anode Overhang (All) (mm),KLAQ31T085054,2129,1/30/2024 10:07,0.709,0.72014,0.5186,0.87852
Anode Overhang (Top) (mm),KLAQ31T085054,2129,1/30/2024 10:07,0.799,0.79409,0.7056,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085054,2129,1/30/2024 10:07,0.618,0.63376,0.5186,0.73454
Cathode Width (mm),KLAQ31T085054,2129,1/30/2024 10:07,57.899,57.90251,57.744,58.00355
Core Area (mm²),KLAQ31T085017,2130,1/30/2024 10:16,13.09,13.0841,13.02179,13.17514
Anode Overhang (All) (mm),KLAQ31T085017,2130,1/30/2024 10:16,0.708,0.7488,0.504,0.90731
Anode Overhang (Top) (mm),KLAQ31T085017,2130,1/30/2024 10:16,0.832,0.82395,0.7488,0.90731
Anode Overhang (Bottom) (mm),KLAQ31T085017,2130,1/30/2024 10:16,0.584,0.59198,0.504,0.69135
Cathode Width (mm),KLAQ31T085017,2130,1/30/2024 10:16,57.898,57.90241,57.7584,58.00334
Core Area (mm²),KLAQ34T018512,2131,1/30/2024 10:26,13.307,13.31096,13.24833,13.35616
Anode Overhang (All) (mm),KLAQ34T018512,2131,1/30/2024 10:26,0.729,0.73433,0.5472,0.90823
Anode Overhang (Top) (mm),KLAQ34T018512,2131,1/30/2024 10:26,0.737,0.73666,0.6336,0.90823
Anode Overhang (Bottom) (mm),KLAQ34T018512,2131,1/30/2024 10:26,0.722,0.72129,0.5472,0.8383
Cathode Width (mm),KLAQ34T018512,2131,1/30/2024 10:26,57.892,57.88818,57.7584,58.0032
Core Area (mm²),KLAQ34T025649,2132,1/30/2024 10:35,13.228,13.23143,13.14268,13.29022
Anode Overhang (All) (mm),KLAQ34T025649,2132,1/30/2024 10:35,0.74,0.73496,0.60136,0.87367
Anode Overhang (Top) (mm),KLAQ34T025649,2132,1/30/2024 10:35,0.692,0.7056,0.60136,0.77813
Anode Overhang (Bottom) (mm),KLAQ34T025649,2132,1/30/2024 10:35,0.787,0.77813,0.63376,0.87367
Cathode Width (mm),KLAQ34T025649,2132,1/30/2024 10:35,57.887,57.88818,57.7008,57.98889
Core Area (mm²),KLAQ34T028464,2133,1/30/2024 10:45,13.114,13.1008,13.03735,13.19515
Anode Overhang (All) (mm),KLAQ34T028464,2133,1/30/2024 10:45,0.72,0.72014,0.52811,0.87887
Anode Overhang (Top) (mm),KLAQ34T028464,2133,1/30/2024 10:45,0.797,0.79409,0.6336,0.87887
